DELTA,10,20,40,80,160
1,0.44,0.1,0.01,0.0,0.0
2,0.28,0.11,0.0,0.0,0.0
3,0.31,0.22,0.15,0.05,0.01
4,0.25,0.53,0.44,0.54,0.39
5,0.14,0.81,0.96,0.98,0.99
6,0.08,0.95,0.99,1.0,1.0
7,0.03,1.0,1.0,1.0,1.0
8,0.0,1.0,1.0,1.0,1.0
9,0.0,1.0,1.0,1.0,1.0
10,0.0,1.0,1.0,1.0,1.0
