DELTA,10,20,40,80,160
1,0.25,0.12,0.03,0.0,0.0
2,0.56,0.32,0.29,0.12,0.01
3,0.77,0.82,0.93,0.91,0.98
4,0.95,0.98,0.99,1.0,1.0
5,1.0,1.0,1.0,1.0,1.0
6,0.99,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0,1.0
8,1.0,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0,1.0
10,1.0,1.0,1.0,1.0,1.0
