DELTA,10,20,40,80,160
1,0.0,0.03,0.19,0.35,0.38
2,0.0,0.05,0.38,0.44,0.5
3,0.0,0.18,0.66,0.83,0.87
4,0.0,0.61,0.94,0.95,0.96
5,0.0,0.8,0.94,0.94,1.0
6,0.0,0.95,0.98,0.97,0.97
7,0.0,0.98,0.99,1.0,1.0
8,0.0,1.0,1.0,1.0,1.0
9,0.0,1.0,1.0,1.0,1.0
10,0.0,1.0,1.0,1.0,1.0
