DELTA,10,20,40,80,160
1,0.18,0.21,0.08,0.02,0.0
2,0.3,0.36,0.13,0.04,0.0
3,0.57,0.7,0.77,0.89,0.91
4,0.76,0.97,1.0,1.0,1.0
5,0.97,1.0,1.0,1.0,1.0
6,0.99,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0,1.0
8,1.0,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0,1.0
10,1.0,1.0,1.0,1.0,1.0
