DELTA,10,20,40,80,160
1,0.22,0.03,0.0,0.0,0.0
2,0.2,0.07,0.0,0.0,0.0
3,0.37,0.34,0.17,0.1,0.0
4,0.76,0.69,0.77,0.84,0.97
5,0.9,0.98,1.0,1.0,1.0
6,0.99,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0,1.0
8,1.0,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0,1.0
10,1.0,1.0,1.0,1.0,1.0
