cluster,y_k=2,s_k=2
0,-1.0,-0.4185377669063445
0,-1.0,-0.2383985552762563
0,-1.0,-0.5406689215717357
0,0.0,0.36406169628323387
0,-1.0,-0.20135820125966222
0,0.0,0.6220905345557657
0,-1.0,-0.5225403482850589
0,-1.0,0.011795151845444767
0,-1.0,-0.5221837072984854
0,-1.0,-0.5187123720290148
0,-1.0,-0.5166696388310736
0,-1.0,-0.5118937360071814
0,-1.0,-0.27483261282782256
0,-1.0,-0.456761924098451
0,-1.0,-0.1747224158542803
0,-1.0,-0.5506612099906436
0,0.0,0.3869337119262958
0,0.0,0.5651474949397545
0,-1.0,-0.4117728797384622
0,-1.0,-0.37716709730281184
0,-1.0,-0.296793718628808
0,-1.0,-0.5501878413266548
0,-1.0,-0.27013862739491845
0,-1.0,-0.5033306054711767
0,0.0,0.33240802731426883
0,0.0,0.5903844179312461
0,-1.0,-0.5407544179330784
0,0.0,0.5821505590187075
0,-1.0,-0.49599861684911045
0,-1.0,-0.06092433285906359
0,0.0,0.5129522761750759
0,-1.0,-0.48636423861314093
0,-1.0,-0.5503643623910301
0,-1.0,-0.32028949470348456
0,-1.0,-0.4841993281735972
0,0.0,0.5980805084119128
0,-1.0,-0.05214455254035426
0,0.0,0.5826853029183394
0,-1.0,-0.4045095666651056
0,-1.0,-0.5299160597463226
0,-1.0,-0.31379772521780946
0,-1.0,-0.12273612041166178
0,-1.0,-0.25739510649567315
0,-1.0,-0.3615968363443152
0,-1.0,0.04414992752797246
0,0.0,0.5287007869696851
0,1.0,0.2329894339009559
0,-1.0,-0.3323524495560102
0,-1.0,-0.4239118255005316
0,-1.0,-0.4394764055982509
0,-1.0,-0.27051135955142425
0,-1.0,-0.3079045990235171
0,-1.0,-0.32566193226941637
0,-1.0,-0.5391755131817497
0,0.0,0.5773682256232331
0,0.0,0.43580098056601885
0,-1.0,-0.529029729103384
0,-1.0,-0.1364646768147695
0,0.0,0.6196573623532942
0,-1.0,-0.38642308552432053
0,-1.0,-0.45374034197161184
0,-1.0,-0.4476214166359049
0,-1.0,-0.24391640347296853
0,1.0,0.10677825839352977
0,-1.0,-0.2998461925794882
0,0.0,0.5394308707353285
0,0.0,0.5040286116648114
0,-1.0,-0.5065726209007408
0,0.0,0.5624829826999221
0,0.0,0.6007513262381384
0,0.0,0.5994134353444563
0,0.0,0.5901040584351958
0,-1.0,-0.34718196682333163
0,-1.0,0.03312903374549422
0,-1.0,-0.4237900358722788
0,-1.0,-0.46999705311373896
0,0.0,0.46656577669077226
0,-1.0,-0.4914184473016667
0,-1.0,-0.48313506529847905
0,-1.0,-0.13953079219545977
0,-1.0,-0.003128012465591335
0,-1.0,-0.2554286637317096
0,-1.0,-0.37092701578941534
0,-1.0,-0.22234754332274229
0,0.0,0.5192147404282799
0,-1.0,-0.021925522892848767
0,0.0,0.6180428848616131
0,1.0,0.17773424625353584
0,0.0,0.6108164466769888
0,0.0,0.5984361238120669
0,-1.0,-0.503891902205329
0,0.0,0.45198716869854755
0,0.0,0.5295615003422905
0,-1.0,-0.5639599432314664
0,0.0,0.42735532672919285
0,0.0,0.3122642777649287
0,-1.0,-0.507258917384431
0,-1.0,-0.4696869108210335
0,-1.0,-0.44347923790066557
0,-1.0,-0.32408197812058204
0,0.0,0.5778892651505729
0,-1.0,-0.5639537391378168
0,0.0,0.6287048274597034
0,-1.0,-0.14435615953670458
0,0.0,0.38377604937084164
0,-1.0,-0.417013176240861
0,0.0,0.6147708914383024
0,-1.0,-0.28613317856335313
0,-1.0,-0.5063336338588778
0,-1.0,-0.25702430958653494
0,0.0,0.4161411493564119
0,-1.0,-0.29641267444319436
0,0.0,0.4265417533158695
0,-1.0,-0.4954173330241464
0,-1.0,-0.46933590792708385
0,0.0,0.6005050891544721
0,0.0,0.20898868224093878
0,-1.0,-0.4658185187169313
0,-1.0,-0.42923469615670684
0,-1.0,-0.4782154159414374
0,0.0,0.6252373530024483
0,0.0,0.18010140512623135
0,0.0,0.5067368897022487
0,-1.0,-0.5844466821540709
0,-1.0,-0.5107223908268663
0,-1.0,-0.5125278016182343
0,-1.0,-0.5676996116844305
0,-1.0,-0.011683864003708274
0,0.0,0.5262403791411999
0,-1.0,-0.3910023378841667
0,-1.0,-0.47686918697107333
0,-1.0,-0.5707316399313863
0,0.0,0.49871738324853054
0,-1.0,-0.34613961762864864
0,-1.0,-0.5285607071091741
0,-1.0,-0.36413333327798575
0,0.0,0.5194343687315696
0,-1.0,-0.4858033989250114
0,-1.0,-0.008676273401324387
0,-1.0,-0.03172490681798959
0,-1.0,-0.39924024755285153
0,-1.0,-0.12573006931420297
0,-1.0,-0.39632714074049563
0,-1.0,-0.5490274855389862
0,-1.0,-0.3351872942307089
0,-1.0,-0.4314108320138161
0,-1.0,-0.4599506654048705
0,-1.0,-0.21843151275034506
0,-1.0,-0.2549796287323134
0,0.0,0.583111413958509
0,-1.0,-0.12471777826191892
0,-1.0,-0.4610828013705807
0,0.0,0.5909888401539206
0,-1.0,-0.5402959315179413
0,-1.0,-0.561109122924733
0,0.0,0.5539559705835346
0,-1.0,-0.06478292386704014
0,0.0,0.61159089314983
0,-1.0,-0.5132972112586297
0,-1.0,-0.5594966434368869
0,-1.0,-0.41884395184926543
0,-1.0,-0.36735491827427114
0,0.0,0.6058968617675797
0,-1.0,-0.18803199013520908
0,-1.0,-0.47768125927598
0,-1.0,-0.44475306227454553
0,0.0,0.3803111605956438
0,0.0,0.46651360535308584
0,0.0,0.48175351489590973
0,-1.0,-0.20834852217060662
0,-1.0,-0.3412823166219597
0,-1.0,-0.4677843108126116
0,-1.0,-0.36507342471832066
0,0.0,0.5632753373901765
0,0.0,0.6141701919803362
0,-1.0,-0.03367679898027913
0,-1.0,-0.12296907509871087
0,-1.0,-0.5202356223358954
0,-1.0,-0.4742079780698987
0,0.0,0.4767972618657065
0,-1.0,-0.35641778987324313
0,-1.0,-0.48060566839308777
0,-1.0,-0.4093308067494169
0,-1.0,-0.5109076094985974
0,-1.0,-0.4761727889061863
0,-1.0,-0.2069328641644371
0,-1.0,-0.44079423934988704
0,0.0,0.5314111060815156
0,-1.0,-0.38553553039925337
0,-1.0,-0.43371657317160245
0,-1.0,-0.4398699833798624
0,0.0,0.27439459965301066
0,0.0,0.6266235047610547
0,-1.0,-0.1978430132717809
0,-1.0,-0.5203872378980628
0,-1.0,-0.3616845636218422
0,-1.0,-0.5074346256426178
0,0.0,0.6167529104468754
0,-1.0,-0.4314945465110904
0,-1.0,-0.3711904212138076
0,0.0,0.5658512169681555
0,-1.0,-0.4675004463421842
0,-1.0,-0.4305908184767446
0,-1.0,0.017699252819410472
0,-1.0,-0.4551715550648373
0,0.0,0.2541766314866357
0,-1.0,-0.5871046794653513
0,-1.0,-0.5428264805364914
0,-1.0,-0.4575281535278218
0,-1.0,-0.43905380772731195
0,0.0,0.5963371796107017
0,-1.0,-0.4645192614861238
0,-1.0,-0.5368879488642476
0,0.0,0.442191183220247
0,0.0,0.6021858708120525
0,-1.0,-0.5354737284158474
0,0.0,0.321484300087355
0,-1.0,-0.4872173617329889
0,-1.0,-0.2586080089866983
0,-1.0,-0.42635982572386394
0,-1.0,-0.3688790708632204
0,-1.0,-0.4676631093573559
0,0.0,0.4280773454923443
0,-1.0,-0.3516862646652621
0,-1.0,-0.43410109722940793
0,-1.0,-0.49963129688926883
0,-1.0,-0.11509570215012294
0,-1.0,-0.1371753675691864
0,0.0,0.48680048673260395
0,-1.0,-0.5435564798361511
0,0.0,0.5801330254007484
0,-1.0,-0.5682140647666402
0,0.0,0.50769953090302
0,-1.0,-0.28130789067579887
0,0.0,0.6049803264987547
0,0.0,0.6167761303122703
0,-1.0,-0.4987884396644672
0,-1.0,-0.2998411910883293
0,-1.0,-0.3711760503062348
0,-1.0,-0.3249430049886912
0,-1.0,-0.3895981820166636
0,-1.0,-0.27868635571082334
0,-1.0,-0.4747813807043882
0,-1.0,-0.5106978664267423
0,-1.0,-0.5958854985022525
0,-1.0,-0.4885271997041174
0,-1.0,-0.03761222831758097
0,-1.0,-0.24587575184151386
0,0.0,0.45675167579498527
0,-1.0,-0.575066688267576
