cluster,y_k=2,s_k=2,y_k=3,s_k=3,y_k=4,s_k=4,y_k=5,s_k=5
0,1.0,0.296227404637541,0.0,0.13793643380613882,3.0,0.04944846795516661,4.0,0.04002290765521778
0,1.0,0.3373793703756482,0.0,0.22076569585848832,0.0,0.11423146317458341,1.0,0.09013174310491902
0,1.0,0.3315252540301172,0.0,0.17105963936347565,0.0,0.06111557977451817,1.0,0.02746522649659643
0,1.0,0.2635617466863145,0.0,0.13341034713703814,0.0,0.0489011724475331,1.0,0.03705528725708339
0,1.0,0.3482787293385606,0.0,0.22610910449626664,0.0,0.05168710690595997,4.0,0.04468721067486036
0,1.0,0.20259084888501386,0.0,0.03178357029129855,0.0,0.05988181681930569,4.0,-0.00021472343913862292
0,1.0,0.3534100855186237,0.0,0.2141385175460053,0.0,0.05096960551657861,1.0,0.0547561574479983
0,1.0,0.2355295004328734,0.0,0.09096059613160777,0.0,0.08495264038586241,1.0,0.02402229642455189
0,1.0,0.32738554716501905,0.0,0.20735584926246947,3.0,0.02048929356189705,4.0,0.016992884285766858
0,1.0,0.26509762523441593,0.0,0.1267619490532804,3.0,0.004092726412516962,4.0,0.03833902327007961
0,1.0,0.28058123588045725,0.0,0.1627164208421154,3.0,0.0074266461772237715,4.0,0.04641658445312027
0,1.0,0.2224528655403117,0.0,0.10131244582338708,0.0,0.010128912157479814,1.0,0.027171689943002605
0,1.0,0.20352736298763321,0.0,0.03424946251097479,3.0,0.13372904483623077,4.0,0.07446582128371139
0,1.0,0.2785786884778052,0.0,0.12273031720757178,3.0,0.018696847465999422,4.0,0.03639061125183906
0,1.0,0.24827475591324372,0.0,0.1030407494046605,0.0,0.11384843156225158,1.0,0.05470571152545821
0,1.0,0.24863435926230207,0.0,0.09807270025854975,3.0,0.07154678090601105,4.0,0.05072396916279104
0,1.0,0.3181144536424007,0.0,0.18496626809599967,0.0,0.09178129333883475,1.0,0.02304890273463455
0,1.0,0.29674199891697284,0.0,0.127828120676146,0.0,0.044511032768930196,1.0,0.07093063419692858
0,1.0,0.295737752706218,0.0,0.14382448082817256,0.0,0.10629087309222324,1.0,0.04380669034550696
0,1.0,0.2707382350992762,0.0,0.09415738009565128,3.0,0.007942530202553404,1.0,0.05743148526747919
0,1.0,0.2943351219324453,0.0,0.16029769768968555,3.0,0.10364444703577647,4.0,0.0833975448681863
0,1.0,0.2269045352557255,0.0,0.11145313333282394,0.0,0.08784296497473723,1.0,0.08925663678996189
0,1.0,0.2939126499066737,0.0,0.1537849511369933,0.0,0.13413905028939643,1.0,0.10661717562432788
0,1.0,0.24890520955299356,0.0,0.15439305610748252,0.0,0.03163523747608445,1.0,0.01603770141518277
0,1.0,0.07527235953403907,2.0,0.09417723177192198,1.0,0.08004313684568744,2.0,0.0029495686197991444
0,1.0,0.2656989262984097,0.0,0.1140360693180693,0.0,0.01515819594157908,1.0,0.014520204780257265
0,1.0,0.22059064683915616,0.0,0.0569565294733738,0.0,0.012420581317518324,1.0,0.03493215839555259
0,1.0,0.19886540648856474,0.0,0.0532885447585347,3.0,0.06922990141476597,4.0,0.025132277956300037
0,1.0,0.29719974890335227,0.0,0.1384096076937048,0.0,0.052843933250990405,1.0,0.048670428596583735
0,1.0,0.16972197432087868,2.0,0.02654236500544804,1.0,0.001769188047344339,2.0,0.1033338735315633
0,1.0,0.2821378641388494,0.0,0.15496215724409004,3.0,0.15179905956091788,4.0,0.1397810214565812
0,1.0,0.19841913353646987,0.0,0.018574471826250362,0.0,0.10043302894340755,1.0,0.053358577401603255
0,1.0,0.33655289397263194,0.0,0.1737995364960169,3.0,0.07952609670852172,4.0,0.1498924665771061
0,1.0,0.33258270358934594,0.0,0.21435361321683433,3.0,0.0081105722309865,4.0,0.006368046207177309
0,1.0,0.15718379656801026,2.0,0.046937857893524955,1.0,0.030182247403927345,2.0,0.008517830605153558
0,1.0,0.27251904593084286,0.0,0.11492928155988727,3.0,0.13757900485969005,4.0,0.06402929935356784
0,1.0,0.09909959685007967,2.0,0.0971554246593783,1.0,0.0701812582933692,0.0,0.060053038350391476
0,1.0,0.27947106361506874,0.0,0.1242996345602961,0.0,0.15460517340328603,1.0,0.08520696181207055
0,1.0,0.23574523499840508,0.0,0.1070017292548983,0.0,0.01807238867176996,4.0,0.029091654626314804
0,1.0,0.2253158148317724,0.0,0.09769233806313522,3.0,0.02541451933705101,4.0,0.0356866764491533
0,1.0,0.27716472607894804,0.0,0.14162069575737965,0.0,0.016828554576542244,1.0,0.045467532301469674
0,1.0,0.2411766428954892,0.0,0.09500746552616367,3.0,0.06869491152892947,1.0,0.006648913435746705
0,1.0,0.30164464231551913,0.0,0.18122159468889548,0.0,0.02640728067599527,4.0,0.026391208624056504
0,1.0,0.2721050486889105,0.0,0.10242210264740649,3.0,0.06780165601988905,4.0,0.09432092389418233
0,1.0,0.26799897521966465,0.0,0.12164993415232948,0.0,0.07839717432330326,1.0,0.060109959155347385
0,1.0,0.21099769745594849,0.0,0.06834934588539038,0.0,0.015765345677811567,4.0,0.013187366584535972
0,1.0,0.2817814921505485,0.0,0.15016786377555322,0.0,0.11496956746308984,1.0,0.08070597920487618
0,1.0,0.21082828939068016,0.0,0.01319259953034586,3.0,0.06797199630254068,4.0,0.037003197930380136
0,1.0,0.2697536492855724,0.0,0.1015379595691493,3.0,0.011050916973462187,4.0,0.06149246819046717
0,1.0,0.039766065384390197,2.0,0.1426250992976148,1.0,0.13558914309289233,2.0,0.009475898901685232
0,1.0,0.11956997789139036,2.0,0.04616151876346039,1.0,0.023892998619728458,0.0,0.03184624084968149
0,1.0,0.34892342208623567,0.0,0.20923359029060706,3.0,0.01097996939504255,4.0,-0.00514461623721108
0,1.0,0.29702788592481255,0.0,0.12020371078126785,3.0,0.006244198639225603,4.0,0.06283459601558154
0,1.0,0.26039764516279057,0.0,0.08335749657294766,3.0,0.09937527861704967,4.0,0.13579991729906563
0,1.0,0.2661605294529179,0.0,0.08056817966534063,3.0,0.020067329578573524,1.0,0.01372664205132265
0,1.0,0.2755029063802098,0.0,0.15122810858674432,0.0,0.12458269274279599,1.0,0.1350490619446089
0,1.0,0.254445299051323,0.0,0.12572125721472424,0.0,0.028169462797208424,4.0,0.0428095528984858
0,1.0,0.28314519782928704,0.0,0.15269201774573055,0.0,0.16828486000040765,1.0,0.15648658274679794
0,1.0,0.08291853768622305,2.0,0.04716547133359978,1.0,0.01265348846763484,0.0,0.020674116820540513
0,1.0,0.23775161408440043,0.0,0.0903000485578173,3.0,0.13611782580403564,4.0,0.12888621059927666
0,1.0,0.19848689506001993,0.0,5.5769773862872594e-05,0.0,0.01743168687710431,1.0,0.041870636921734455
