cluster,y_k=2,s_k=2,y_k=3,s_k=3,y_k=4,s_k=4,y_k=5,s_k=5
0,1.0,0.6294834763172252,1.0,0.5114919232116109,0.0,0.5621218903641076,0.0,0.0376965064728192
0,1.0,0.5529898703983054,1.0,0.4497341228155741,0.0,0.2771998394006376,4.0,0.6102624759605512
0,1.0,0.4235789525887462,1.0,0.23962759961691724,0.0,0.04857320033062285,0.0,0.4323746277215829
0,1.0,0.3259408312301745,1.0,0.11919208800176521,2.0,0.32380489962667713,4.0,0.2289294815238166
0,1.0,0.5774357100584031,1.0,0.46187805473029886,0.0,0.4492554479246656,0.0,0.6190072702203688
0,1.0,0.5840982975302447,1.0,0.49798923522407335,0.0,0.39460668410830996,4.0,0.5804608381099777
0,1.0,0.5841884273751794,1.0,0.4214993728366081,0.0,0.3266743292988289,4.0,0.5072554571178967
0,1.0,0.6267499758517877,1.0,0.5728438629294477,0.0,0.6038532636485588,4.0,0.08437269649470554
0,1.0,0.5519670438318653,1.0,0.44971666913392594,0.0,0.4266072659588805,0.0,0.6239184988732391
0,1.0,0.5557941128238553,1.0,0.3602660645590555,0.0,0.20982884415858782,4.0,0.5200240105762423
0,1.0,0.5363747736551466,1.0,0.37510645395775377,0.0,0.12077830970623445,4.0,0.5809914668462364
0,1.0,0.6229940706370636,1.0,0.5416421031968075,0.0,0.5076578967997754,4.0,0.49630242635101623
0,1.0,0.5235829361712865,1.0,0.30288281358365465,0.0,0.06575672549593956,4.0,0.4723151788934917
0,1.0,0.6221341501462081,1.0,0.523006697302228,0.0,0.5538569073302787,0.0,0.4709774949401314
0,1.0,0.5111515339751624,1.0,0.2976030676492395,0.0,0.19308385876536135,0.0,0.4731169017967215
0,1.0,0.6075122032947877,1.0,0.5539082578219665,0.0,0.5953769625322962,0.0,0.25742605634959487
0,1.0,0.6254410090565292,1.0,0.5239978063679424,0.0,0.49969646188608835,4.0,0.45249663601548096
0,1.0,0.6406160392865189,1.0,0.5756806442553096,0.0,0.6270080007202018,0.0,0.1869637942300809
0,1.0,0.5035538928647608,1.0,0.17761619272413767,0.0,0.22070960505721915,4.0,0.07610871130885115
0,1.0,0.5931386036878611,1.0,0.41662383064804254,0.0,0.4071377371511788,4.0,0.3047384301459904
0,1.0,0.6383296427596341,1.0,0.5773684584975676,0.0,0.6056409295030588,4.0,0.17001274413792777
0,1.0,0.5938873638388117,1.0,0.46459341130353227,0.0,0.4662595943847855,0.0,0.5501072388786973
0,1.0,0.5366004407192331,1.0,0.3438705760161552,0.0,0.11319680852198268,4.0,0.5295565569995123
0,1.0,0.454194755037663,1.0,0.295181426043737,0.0,0.1556373876283142,0.0,0.5045388341399943
0,1.0,0.19985818628127566,2.0,0.1747043971768049,1.0,0.46427140307789566,3.0,0.29227683087775813
0,1.0,0.5147843074365318,1.0,0.4403656013911813,0.0,0.43297873382806945,0.0,0.4660433201268835
0,1.0,0.5968228010457133,1.0,0.5420252285506183,0.0,0.5377286817265092,4.0,0.2739993105817557
0,1.0,0.5605933109789479,1.0,0.40888112922886466,0.0,0.3715114575637385,0.0,0.5963097825291213
0,1.0,0.5653262697490683,1.0,0.35345260384443133,0.0,0.35299369495857735,0.0,0.30964950952205417
0,1.0,0.3882281359077295,1.0,0.10705600513608218,1.0,0.15887118528162555,0.0,0.2200112338526408
0,1.0,0.5579630020406907,1.0,0.3833311781834185,0.0,0.2063280828014596,4.0,0.5647244157418237
0,1.0,0.5866493435196916,1.0,0.4551541470200825,0.0,0.44863556059818366,0.0,0.5727260908885788
0,1.0,0.5823409609353097,1.0,0.5038020178402479,0.0,0.41372310008414936,4.0,0.5529478089050712
0,1.0,0.5891089193831122,1.0,0.44644677295749946,0.0,0.443948625578083,0.0,0.5272304492614208
0,1.0,0.4819633591178063,1.0,0.12705316207957795,0.0,0.12119999550298277,4.0,0.18047371725119668
0,1.0,0.6411216978574911,1.0,0.5518545200737324,0.0,0.5867317690651837,4.0,0.14414635333907513
0,1.0,0.5821589493750491,1.0,0.3829874775171787,0.0,0.39783618310552793,4.0,0.20189160186455238
0,1.0,0.4850833669468535,1.0,0.29087505879884246,0.0,0.15326867218436274,0.0,0.4950122951382077
0,1.0,0.4583954860106391,1.0,0.3189702882631081,2.0,0.026258787802127703,4.0,0.5063746734184881
0,1.0,0.6368086713127237,1.0,0.573914904815638,0.0,0.5918181908867026,4.0,0.260468314110174
0,1.0,0.5060059044997285,1.0,0.37045135560534437,0.0,0.07637821983401748,4.0,0.5760458091451478
0,1.0,0.5361350192871869,1.0,0.4098556593437205,0.0,0.3590364093852736,0.0,0.6310529078572842
0,1.0,0.4745528780527365,1.0,0.10306902086621059,0.0,0.1360791321895309,4.0,0.038953167872784654
0,1.0,0.5792902639311318,1.0,0.46581903038571004,0.0,0.32366335355986414,4.0,0.6132066251857957
0,1.0,0.5967621786369326,1.0,0.4560653837465765,0.0,0.4634585489465012,0.0,0.48834973386666625
0,1.0,0.4808650800317239,1.0,0.266097363386472,0.0,0.11625271941108602,0.0,0.4546386221053281
0,1.0,0.31585713448054514,1.0,0.04527354400401052,1.0,0.2477600831954305,0.0,0.11917578212090867
0,1.0,0.5197089570654869,1.0,0.35161772929469237,0.0,0.26411306097229964,0.0,0.5652017712628471
0,1.0,0.39001911913036036,1.0,0.1948077847484115,2.0,0.25189698811003985,4.0,0.35132349052270745
0,1.0,0.6194723268787918,1.0,0.5367906993268847,0.0,0.49443028718021664,4.0,0.5150697731871423
0,1.0,0.6112160132447543,1.0,0.49618067224929285,0.0,0.4360612866607513,4.0,0.5213051584102226
0,1.0,0.5665212305106181,1.0,0.47032570989901346,0.0,0.4600453018349745,0.0,0.6178135263710306
0,1.0,0.6012467294945315,1.0,0.43699929083140565,0.0,0.46993061482844256,0.0,0.19660783443999527
0,1.0,0.5501728494092695,1.0,0.43788744807246754,0.0,0.406385956559127,0.0,0.6336401997765577
0,1.0,0.569052175353111,1.0,0.44236069128595873,0.0,0.2723929138731704,4.0,0.6186544387612928
0,1.0,0.4098886789306967,1.0,0.2529826675464736,2.0,0.1497311520267136,4.0,0.4207817993330838
0,1.0,0.5921148167212978,1.0,0.5390412590709885,0.0,0.5445877699866836,4.0,0.19115901730755913
0,1.0,0.27522028715259483,1.0,0.07626424464429535,2.0,0.3424310427587234,4.0,0.15161499649831794
0,1.0,0.3023423767784158,1.0,0.0604088142290875,1.0,0.22561302333553798,0.0,0.14558662417948143
0,1.0,0.6159581524624144,1.0,0.5284669168198156,0.0,0.4760295263829091,4.0,0.53372397059479
0,1.0,0.5947842487388966,1.0,0.5429790178426069,0.0,0.5607846816856872,4.0,0.09927344450752826
0,1.0,0.6420218341316646,1.0,0.5777190915146189,0.0,0.6151474833063911,4.0,0.0881671605820653
0,1.0,0.5345655992239208,1.0,0.2890320626344106,0.0,0.24897825608680244,0.0,0.3754736122610955
0,1.0,0.599889390135569,1.0,0.508503333899893,0.0,0.4218994123311879,4.0,0.5782245646441203
0,1.0,0.5536633172582517,1.0,0.433729325617407,0.0,0.40000549677673364,0.0,0.6353876971288053
0,1.0,0.6034403784566157,1.0,0.5106941969462057,0.0,0.526444267484764,0.0,0.5765163234689088
0,1.0,0.42807819954245196,1.0,0.16231720051975326,1.0,0.0643934870909124,0.0,0.30325303390975716
0,1.0,0.6373066591455991,1.0,0.5765819744417654,0.0,0.6017240132064119,4.0,0.1966881519871791
0,1.0,0.5628322822499664,1.0,0.45785802578022955,0.0,0.29542221141892633,4.0,0.6154215245288769
0,1.0,0.45409203099341505,1.0,0.10402795180980164,0.0,-0.03375372688820784,0.0,0.1436111470292972
0,1.0,0.6000004679171377,1.0,0.42943741328535195,0.0,0.4707573993706743,0.0,0.06365336453971436
0,1.0,0.6128512776522113,1.0,0.5307690293308505,0.0,0.5568520215674627,0.0,0.5393975064785324
0,1.0,0.2926629456126634,1.0,0.11838820475174953,2.0,0.2882949414963157,4.0,0.21269327288218573
0,1.0,0.6227615694892671,1.0,0.5361888935515018,0.0,0.49964186225884455,4.0,0.5009239238572485
0,1.0,0.6186605315675657,1.0,0.5566908752067575,0.0,0.543072733844509,4.0,0.4020028605629028
0,1.0,0.46248534620398374,1.0,0.2760084671497895,2.0,0.12938014345439877,4.0,0.4714407710520383
0,1.0,0.5946542344604933,1.0,0.526349988990969,0.0,0.47202655634462787,4.0,0.49365082271373345
0,1.0,0.5657029162546485,1.0,0.3970862767523142,0.0,0.36779547212550073,0.0,0.5389793091787074
0,1.0,0.3971957234027493,1.0,-0.0100790518840327,2.0,0.26778063445966854,4.0,0.025489704468564765
0,1.0,0.5491765280114811,1.0,0.3355162486824601,0.0,0.2992719193764261,0.0,0.4407116734460614
0,1.0,0.6268701192422894,1.0,0.5049330708642571,0.0,0.5524641926630872,0.0,0.10898166028616696
0,1.0,0.6279165104407426,1.0,0.5529783317992306,0.0,0.5917266105182932,0.0,0.4465701169372547
0,1.0,0.621539220788157,1.0,0.5113937525142096,0.0,0.4818266533212869,4.0,0.45670179844645437
0,1.0,0.5442620067095201,1.0,0.44569693960878803,0.0,0.27394109184325593,4.0,0.5954873567118731
0,1.0,0.6205462611240105,1.0,0.5076113159416097,0.0,0.538652407394183,0.0,0.4185424216859601
0,1.0,0.6110717305111416,1.0,0.5594700159729856,0.0,0.5878609080850383,4.0,0.04956780020494488
0,1.0,0.3300181228153868,1.0,0.1047731132460868,1.0,0.16958837098179744,0.0,0.22197139682662878
0,1.0,0.6204884082349466,1.0,0.49537594039727945,0.0,0.5317575484935027,0.0,0.30297736596181074
0,1.0,0.46219654922368403,1.0,0.31076453239186685,2.0,0.05790448959193021,4.0,0.5052322647779488
0,1.0,0.6259076085544801,1.0,0.5057560135252729,0.0,0.5162345691935463,4.0,0.2881466321545232
