cluster,y_k=2,s_k=2,y_k=3,s_k=3,y_k=4,s_k=4,y_k=5,s_k=5
0,1.0,0.7569778786261482,2.0,0.8584482679136587,2.0,0.8500520783634197,1.0,0.862331399631926
0,1.0,0.7748126581571443,2.0,0.8800148027798372,2.0,0.8753540402759404,1.0,0.8897667421964052
0,1.0,0.7731254645444072,2.0,0.8811398609170824,2.0,0.8773169573407265,1.0,0.8917870279983741
0,1.0,0.7776137739926222,2.0,0.8841467731574338,2.0,0.8789520728933562,1.0,0.8889387971141228
0,1.0,0.7684610503430152,2.0,0.8718220544741818,2.0,0.862948111060106,1.0,0.8673198054701644
0,1.0,0.7818819261494179,2.0,0.8809022694182702,2.0,0.8731726891714393,1.0,0.8821499289292573
0,1.0,0.7691354317945454,2.0,0.87711554158146,2.0,0.8727376703240106,1.0,0.8867111456447001
0,1.0,0.7519417859553736,2.0,0.8416514471674823,2.0,0.8213157236837721,1.0,0.8089963499388471
0,1.0,0.2919120491612234,2.0,0.04221638044424928,1.0,0.3017120868527115,4.0,0.49185389081258346
0,1.0,0.7651442370840708,2.0,0.8653848517020353,2.0,0.8573432603500938,1.0,0.869795099168173
0,1.0,0.7554834715533741,2.0,0.8632475449224527,2.0,0.8565129270893952,1.0,0.8671275019568342
0,1.0,0.7635632742723963,2.0,0.8677783579049121,2.0,0.8613439482495234,1.0,0.8747278716536101
0,1.0,0.7767540769194429,2.0,0.8846787999966377,2.0,0.8812668903025612,1.0,0.8959836309741669
0,1.0,0.7303664860957365,2.0,0.7921950561762418,2.0,0.7508200104152962,1.0,0.7144319359305253
0,1.0,0.7795045428894184,2.0,0.8878138979691578,2.0,0.8847198184624873,1.0,0.8991006587935912
0,1.0,0.2490568783069075,1.0,0.08166271507888076,1.0,0.39961570240712396,4.0,0.4178907600224204
0,1.0,0.779762957209205,2.0,0.8876613440790493,2.0,0.8838441929271611,1.0,0.8961630440318683
0,1.0,0.771190637938277,2.0,0.8772944703286015,2.0,0.8725768892559941,1.0,0.8869467534238216
0,1.0,0.7795112635181294,2.0,0.8850659806186458,2.0,0.8796711822595568,1.0,0.889440084224271
0,1.0,0.7658811220925356,2.0,0.8718967785564776,2.0,0.8664553153628384,1.0,0.8802427767618514
0,1.0,0.2252575656362532,1.0,0.14718376969283611,1.0,0.4087358922833282,4.0,0.1652487014444621
0,1.0,0.7812587688657039,2.0,0.8845238151015853,2.0,0.8795000597767498,1.0,0.8927268689169738
