cluster,y_k=2,s_k=2,y_k=3,s_k=3,y_k=4,s_k=4,y_k=5,s_k=5
0,0.0,-0.15585778149098414,1.0,0.045245864757757125,0.0,0.04322250983323424,0.0,-0.03602420225204133
0,0.0,0.44051032841898313,1.0,-0.13894317666890893,0.0,-0.13894317666890893,0.0,0.09165519717775829
0,0.0,0.3081887207918861,1.0,0.25792922453082034,0.0,0.25792922453082034,0.0,0.38651997001212446
0,0.0,0.383181608338104,1.0,0.5750219526014599,0.0,0.5750219526014599,0.0,0.275069780763846
0,0.0,0.002240314016585468,1.0,0.35478535391507904,0.0,0.21800380105180417,4.0,0.6394818770713261
0,1.0,0.21748131076506225,0.0,-0.08949154704443676,3.0,0.3407876018176236,3.0,0.3407876018176236
0,0.0,0.21626735822156415,2.0,0.4473889369501299,2.0,0.2881856455804549,2.0,0.2881856455804549
0,1.0,0.4520949240490756,0.0,0.35288553350766744,1.0,0.326843398246713,1.0,0.326843398246713
0,0.0,0.061778909393008716,2.0,0.5639076307773027,2.0,0.3720387184841713,2.0,0.3720387184841713
0,1.0,0.4439495284871462,0.0,0.33175971313296326,1.0,0.5853415165047319,1.0,0.3930528133184605
0,0.0,-0.10075529176791842,1.0,0.2495017246957503,0.0,0.05059132627808869,4.0,0.5819097931581461
0,1.0,0.419164766587069,0.0,0.3028535031390503,3.0,0.5889498127706371,3.0,0.5889498127706371
0,1.0,0.5354305729199973,0.0,0.493055299545859,1.0,0.5178431415086273,1.0,0.5178431415086273
0,0.0,0.45407864736354686,1.0,0.22126885092163742,0.0,0.22126885092163742,0.0,0.4119729136056549
0,0.0,-0.1856665001201985,1.0,0.053637631815795624,0.0,-0.03125452949146824,0.0,-0.19759262324862933
0,1.0,0.5477488569847104,0.0,0.5200873043092291,1.0,0.44095767015051457,1.0,0.44095767015051457
0,1.0,-0.05630830982927949,0.0,-0.10336698643744946,3.0,0.14655269618562286,3.0,0.12245566871063998
0,0.0,0.4619808501122419,1.0,0.188402504245238,0.0,0.188402504245238,0.0,0.3740106136176488
0,0.0,0.2357510020310672,1.0,0.5433646668404577,0.0,0.4938903342835925,0.0,-0.4218344027918209
0,0.0,0.404261518781108,1.0,0.4415103752379218,0.0,0.4415103752379218,0.0,0.5021220512137478
0,1.0,0.5677317736027577,0.0,0.51887119019299,1.0,0.5456322026034542,1.0,0.5456322026034542
