cluster,y_k=2,s_k=2,y_k=3,s_k=3,y_k=4,s_k=4,y_k=5,s_k=5
0,0.0,0.699821889026632,2.0,0.15761329880023042,2.0,0.15761329880023042,2.0,0.15761329880023042
0,0.0,0.5107334286992306,2.0,0.5624250591720984,2.0,0.5624250591720984,2.0,0.5624250591720984
0,0.0,0.55223364278789,1.0,0.4705005043399606,1.0,0.4705005043399606,0.0,0.4705005043399606
0,0.0,0.7050347423945427,1.0,0.16044085968731997,1.0,0.16044085968731997,0.0,0.16044085968731997
0,0.0,0.6294084680682491,1.0,0.43578057949338417,1.0,0.43578057949338417,0.0,0.43578057949338417
0,0.0,0.6728795831208414,1.0,0.4336376549734004,1.0,0.4336376549734004,0.0,0.4336376549734004
0,0.0,0.6151088305361185,2.0,0.6106374352459701,2.0,0.6106374352459701,2.0,0.6106374352459701
0,0.0,0.4597394355552561,2.0,0.5949302346403014,2.0,0.5949302346403014,2.0,0.5949302346403014
0,0.0,0.6624889140151198,2.0,0.48741597155952643,2.0,0.48741597155952643,2.0,0.48741597155952643
0,0.0,0.5833132421154599,1.0,0.1699984252180964,1.0,0.1699984252180964,0.0,0.1699984252180964
0,0.0,0.6431269843604215,2.0,0.552755501743061,2.0,0.552755501743061,2.0,0.552755501743061
0,0.0,0.4675858136979955,2.0,0.604066715397723,2.0,0.604066715397723,2.0,0.604066715397723
0,0.0,0.7078746709147172,1.0,0.303299788288242,1.0,0.303299788288242,0.0,0.303299788288242
0,0.0,0.6296058380696362,1.0,0.3340865742315255,1.0,0.3340865742315255,0.0,0.3340865742315255
0,0.0,0.7082400086863063,1.0,-0.12871979424649874,1.0,-0.12871979424649874,0.0,-0.12871979424649874
0,0.0,0.5410305061616717,2.0,0.5877162665538674,2.0,0.5877162665538674,2.0,0.5877162665538674
0,0.0,0.44526350467043363,1.0,0.5169184215108986,1.0,0.5169184215108986,0.0,0.5169184215108986
0,0.0,0.660240313460164,1.0,0.43377057635535843,1.0,0.43377057635535843,0.0,0.43377057635535843
0,0.0,0.6651454804228165,2.0,0.4650296884449192,2.0,0.4650296884449192,2.0,0.4650296884449192
0,0.0,0.5158546299682341,2.0,0.6261108594663485,2.0,0.6261108594663485,2.0,0.6261108594663485
0,0.0,0.4867383626211616,2.0,0.36664198602140846,2.0,0.36664198602140846,2.0,0.36664198602140846
